-3.15831e-07;59710.7;23.7874;-2.04862e-09
-2.98462e-07;59980.4;24.455;2.53156e-09
5.18465e-07;66772.4;24.103;1.76371e-09
-5.66405e-07;58615.8;23.9349;-1.78795e-09
-8.79334e-08;64607.2;23.6116;-2.01529e-09
-3.24839e-07;57986;24.1581;1.78707e-14
-6.98953e-08;67499.8;24.3167;-1.56774e-09
-8.31738e-08;62248.1;24.4051;2.82953e-09
-1.72774e-07;61995.5;24.4883;-2.49676e-09
-3.48772e-07;65475.1;23.9503;-2.84633e-09
-8.7685e-08;60121.4;24.3084;-1.94492e-09
-4.85016e-07;66518;24.5346;2.16875e-09
-7.49018e-07;63133.6;25.1489;-2.96406e-09
-3.72235e-07;63554;24.5674;2.40782e-09
-3.41992e-07;62686.4;23.9772;-1.9763e-09
-5.83964e-07;63840.4;24.2523;2.19273e-09
1.5479e-07;64091.8;24.5477;1.51644e-09
-2.95879e-07;63823.5;24.2612;1.60739e-09
-3.27579e-07;63768.6;24.6846;2.25743e-09
8.14386e-08;61600.2;24.9009;-1.74774e-09
1.02576e-07;66804.5;24.5052;-1.8524e-09
-5.29254e-09;65913.1;24.305;1.40055e-09
-1.05599e-08;60324.4;24.3535;1.89645e-09
-1.21501e-07;66384.1;23.9745;-1.79246e-09
-1.03637e-07;64942.6;23.859;-2.20692e-09
-3.22516e-07;60293.9;24.0998;-1.90753e-09
5.91486e-07;71127.4;24.4977;2.17218e-09
1.94369e-07;62764.2;24.8607;1.82193e-09
-2.13906e-07;66426.6;24.2076;-2.50616e-09
-6.73211e-07;56303.4;24.5082;-3.35045e-09
-4.30324e-07;65654.6;24.4151;-2.05413e-09
-3.63916e-07;65901.7;24.7279;-2.88417e-09
-4.32838e-07;61302.6;24.6908;-2.07884e-09
-4.00399e-07;62097.3;24.7104;2.14203e-09
-5.29656e-07;63825.6;24.4626;2.4411e-09
-3.08632e-07;60063.5;24.5176;-2.56237e-09
-2.58228e-07;56297.1;23.7613;1.8125e-09
